text,name_intent,label
I want to shut down my account as soon as possible.,terminate_account,55
How long does transfer from the US take?,transfer_timing,67
What ATMs take this card?,atm_support,4
"Your card pin can be changed at any Visa or MasterCard ATM with Pin services, excluding countries such as Belgium, Luxembourg, Austria, Germany, Spain, and France.",change_pin,22
What should I do if my physical card isn't working?,card_not_working,15
How can I go about getting a refund?,request_refund,52
Do you charge for sending out more cards?,getting_spare_card,40
I saw I was charged extra for money I withdrew?,cash_withdrawal_charge,20
I was charged and shouldn't have been charged when using my card!,card_payment_fee_charged,16
I made a purchase recently but I have decided that I'm not buying it and I need to receive my money back. Can you please give me a refund ASAP. It's extremely urgent.,request_refund,52
Why didn't my payment process,pending_card_payment,46
"I don't know my PIN, how can I find that out?",get_physical_card,39
"I'm locked out of my account as I can't remember my code, what do I do now?",passcode_forgotten,45
Where do I get a virtual card?,getting_virtual_card,41
I notice there's a pending payment on my card.,pending_card_payment,46
My currency rate is inaccurate.,card_payment_wrong_exchange_rate,18
I forgot the code I need to get into the app.,passcode_forgotten,45
Why can't I top up by cheque?,top_up_by_cash_or_cheque,58
My account did not allow the transfer.,beneficiary_not_allowed,8
Someone made a mistake on my money transfer because I was charged extra fees.,transfer_fee_charged,64
Help me unblock my account. I entered the PIN wrong too many times.,pin_blocked,50
"Hi, I just looked at my card transactions and saw that I've been charged twice for a restaurant I went to this week. Can you remove the double charge, please?",transaction_charged_twice,63
Why is this payment on my app,card_payment_not_recognised,17
"My order hasn't shown up yet, what can I do?",request_refund,52
I received a decline message on a transfer,declined_transfer,28
Why am I not allowed to transfer money to my cryptocurrency exchange?,beneficiary_not_allowed,8
My account is locked because I used the wrong pin too many times. Please help.p,pin_blocked,50
Where can I get money from my card?,atm_support,4
What is needed for the identity verification?,verify_my_identity,69
Why won't you let me name X as a beneficiary?,beneficiary_not_allowed,8
why don't you accept american express for adding money to my account,supported_cards_and_currencies,54
let me know how many disposable cards I can have?,disposable_card_limits,30
Do you accept SWIFT transfers?,top_up_by_bank_transfer_charge,56
I am unhappy with an item I bought. How do I get a refund?,request_refund,52
may I have a Visa and a Mastercard from you.,visa_or_mastercard,73
Have have a small charge on my account from someone I purchased with but I'm not sure what it relates to.,extra_charge_on_statement,35
How much does it cost to top up a US-issued card?,top_up_by_card_charge,57
my phone has been stolen by someone,lost_or_stolen_phone,43
Which cards and currencies are supported?,supported_cards_and_currencies,54
Which currencies do you handle?,supported_cards_and_currencies,54
Why do you need my name and ID,why_verify_identity,74
How do I deposit through bank transfer?,transfer_into_account,65
I checked the app and there is a payment that I don't recognize.,card_payment_not_recognised,17
"Hello, I was contacted by a seller who let me know my money didn't come through on their side. It most certainly came out of my account so I need this looked at immediately because now it has been returned to me!",reverted_card_payment?,53
Are SWIFT Transfers available at this bank?,top_up_by_bank_transfer_charge,56
I am still waiting to find out the status of my refund. I have made previous attempts to find out what the status is to no avail. Will you please look into this for me?,Refund_not_showing_up,0
Can I see the source of my available money?,verify_source_of_funds,70
there is money in my account that i didnt put there,cash_withdrawal_not_recognised,21
"My details need to be changed, how can I do so?",edit_personal_details,31
"I'm really concerned because I only made one transaction, but it's appearing multiple times.",transaction_charged_twice,63
How do I use cash to top up my account?,top_up_by_cash_or_cheque,58
"Bank transfer to account did not show up, please help?",balance_not_updated_after_bank_transfer,6
What does a 'pending payment' mean?,pending_card_payment,46
How do I get money from friends?,receiving_money,51
Can I add money to my account with cash?,top_up_by_cash_or_cheque,58
Can it be delivered on a certain date?,card_delivery_estimate,13
My currencies needed to be exchanged often and I was wondering if there were any discounts available for this?,exchange_charge,32
Would I have to pay anything if I need an additional card?,getting_spare_card,40
"I would like to close my account, as I'm not happy.",terminate_account,55
Could you please recommend what I should do if my card keeps getting declined? I planned to top-up today but I am unable to get it to work. I need a fast solution to this problem.,top_up_failed,59
The cash I deposited using the ATM is still pending,pending_cash_withdrawal,47
How do I stop fraud to my account?,compromised_card,23
I have tried 5 times at this point to complete a transfer that's simply standard. What appears to be the problem? Is your system messed up?,failed_transfer,36
Can I start an account for my kids?,age_limit,2
How do I know when my new card is going to arrive?,card_arrival,12
I need you to delete my account now.,terminate_account,55
Please tell me how I verify my identity.,verify_my_identity,69
Can I make a withdraw in my home currency at an ATM? I'm on vacation and don't have cash with me. This is cause for a bit of concern. Is it possible to withdraw here without additional fees?,wrong_exchange_rate_for_cash_withdrawal,76
Can you tell me what I need to do to have my pin changed?,change_pin,22
Why was my withdrawal declined,declined_cash_withdrawal,27
My card needs to be activated.,activate_my_card,1
Can you tell me where my readily available cash has come from?,verify_source_of_funds,70
Why did you revert my top-up?,top_up_reverted,61
Should I complete my security verification before I can use my account?,why_verify_identity,74
My address details have changed and I want to update them,edit_personal_details,31
Why am I unable to verify my id?,unable_to_verify_identity,68
I tried to get cash out of the ATM but it is taking too long,pending_cash_withdrawal,47
My account was charged a fee. When did you start charging extra for card payments?,card_payment_fee_charged,16
What should I do if I think someone is using my card without my permission?,compromised_card,23
What are the countries you support.,country_support,25
A payment I didn't do shows in my app,card_payment_not_recognised,17
Why didn't I receive the right amount of cash?,wrong_amount_of_cash_received,75
My app says that I'm not verified.,unable_to_verify_identity,68
I don't see me 'top up' in my wallet,topping_up_by_card,62
My card is expiring so how fast can I get a new one and how much will it be?,card_about_to_expire,10
I am waiting on the refund,Refund_not_showing_up,0
I lost my phone. Can I use my card without the app?,lost_or_stolen_phone,43
Is there a list of ATMs that take this card?,atm_support,4
How can I move money from my account at a different bank to the account I have at this bank.,transfer_into_account,65
"I travel a lot, can I get a bulk currency exchange discount?",exchange_charge,32
I see my transfer was declined.,declined_transfer,28
Can I have money transferred into my account at different intervals along my trip?,automatic_top_up,5
A payment is showing twice. Why is that?,transaction_charged_twice,63
I'm upset because I got charged a ridiculous fee when making an ATM withdrawal over a holiday weekend. It didn't notify me beforehand either or I wouldn't have ever done it.,wrong_exchange_rate_for_cash_withdrawal,76
Let me know what the steps for the identity checks are,verify_my_identity,69
"I got double charged from something, what can I do?",transaction_charged_twice,63
I made a transfer and the person I transferred the money to didn't receive the right amount? Why did this happen and how do I get the rest of the money to them?,transfer_fee_charged,64
The transfer was accepted but now it's stuck on pending. When will it go through?,pending_transfer,49
"I am trying to exchange AUD for GBP, how do I do that?",exchange_via_app,34
Are there fees for receiving a SEPA transfer?,top_up_by_bank_transfer_charge,56
How do I switch to a different currency?,exchange_via_app,34
Currency exchanges have any extra fees?,exchange_charge,32
How can I look at where my available cash is coming from?,verify_source_of_funds,70
How do I protect my phone from someone using it after I lost it.,lost_or_stolen_phone,43
What are then rules on beneficiaries?,beneficiary_not_allowed,8
"I didn't think my country-to-country money transfer would take so long. It still says that it's pending so I re-checked all of the account information--everything seems right, so what's the deal?",pending_transfer,49
Did I not get my refund? I don't see it.,Refund_not_showing_up,0
I think the currency exchange that's been applied is wrong.,card_payment_wrong_exchange_rate,18
How do I start an exchange between GBP and AUD?,exchange_via_app,34
"I think someone saw my PIN and I am on vacation in Spain, can I change it locally at an ATM?",change_pin,22
I can't make purchases with my virtual card.,virtual_card_not_working,72
I am out of money in my account and I was wondering if I could do a bank transfer is put more in it?,transfer_into_account,65
How can my new card be activated?,activate_my_card,1
My card won't work at all for anything.,card_not_working,15
"I need to get a card, how do I do that?",order_physical_card,44
I'm cancelling this charge. I still have not received what I bought from these people a while ago.,request_refund,52
How long does it take for a money transfer to show up?,pending_transfer,49
Why is the cash not showing in my account for the check I deposited?,balance_not_updated_after_cheque_or_cash_deposit,7
"I've got a weird problem: I purchased something a week or maybe it was two weeks ago, and the funds have come back into my account! Can you explain this?",reverted_card_payment?,53
"I thought I knew my password but I guess I was wrong, what can I do now?",passcode_forgotten,45
Am I able to have a card sent to China?,card_about_to_expire,10
Can you deliver the PIN separately?,get_physical_card,39
Where can I edit personal details?,edit_personal_details,31
"I'm having money transferred from Europe, how long will this take?",transfer_timing,67
"Unable to complete transfer, states 'declined'",declined_transfer,28
Just today there was a purchase on my card that wasn't done by me. Can this be reversed and my card be frozen? I can't have this continue!,card_payment_not_recognised,17
Can i get money in my home currency at my ATM ?I am on holiday and bit concerned because i do not have any cash with me .Is it possible to withdraw without any additional cost.,wrong_exchange_rate_for_cash_withdrawal,76
Is it possible for me to top up with a cheque?,top_up_by_cash_or_cheque,58
Could google pay and top up be together?,apple_pay_or_google_pay,3
My bag got stolen with all my cards. Can you please cancel my card and send a new one?,lost_or_stolen_card,42
"I got some cash at an ATM earlier, but now app is showing that I withdrew more than I did. Help!",wrong_amount_of_cash_received,75
The amount of exchange was not correct for the item i bought.,card_payment_wrong_exchange_rate,18
"found card, how to put it back in app",card_linking,14
Which flat currencies can I use from you?,fiat_currency_support,37
"I tried to make a withdrawal from the ATM, but it was cancelled.",declined_cash_withdrawal,27
I made an ATM withdraw it didn't give me the amount I asked for but is showing a withdraw for that amount.,wrong_amount_of_cash_received,75
I'll send a check to top up my account,top_up_by_cash_or_cheque,58
What is the point of verifying a top up?,verify_top_up,71
I want to use auto top-up. Is there a limit?,automatic_top_up,5
Can you explain why I am now getting charged a fee for using my card?,card_payment_fee_charged,16
i put money on my card and i dont see it on the balance,pending_top_up,48
"The day before yesterday, I performed a transfer within the country. It still has not completed. Can you check on that? The account number is definitely correct, as I've checked.",transfer_not_received_by_recipient,66
Tell me about the card PIN?,get_physical_card,39
Why did you charge me extra?,extra_charge_on_statement,35
"It's been more than a week since I had a return charged to my card, why hasn't it showed up?",Refund_not_showing_up,0
"My transfer failed, why did that happen?",failed_transfer,36
"Hi, My money has not been credited to my account for which i have sent you cheque few days before. I am worried about the money please let me know the status.",balance_not_updated_after_cheque_or_cash_deposit,7
Is there any fees associated with receiving money with this account?,top_up_by_bank_transfer_charge,56
What steps are taken to transfer money into my account?,transfer_into_account,65
Why wasn't my payment to beneficiary X approved?,beneficiary_not_allowed,8
How much to exchange currencies?,exchange_charge,32
"My phone was stolen, what can I do?",lost_or_stolen_phone,43
I lost my phone. Can I disable to app?,lost_or_stolen_phone,43
How do I input a new address?,edit_personal_details,31
Why is verification for my identity needed?,why_verify_identity,74
"I locked myself out of my account, how do I unblock my PIN?",pin_blocked,50
Today I used my card at a restaurant and it was declined. Why?,card_not_working,15
why hasnt my card come in yet?,card_arrival,12
I recently bought an item using my card and I was charged an extra fee why is this?,card_payment_fee_charged,16
I would like a virtual card...how do I get one?,getting_virtual_card,41
Should my top-up be completed by now?,pending_top_up,48
Can I get money out of any machine?,atm_support,4
I would like to know the countries you are offer services in?,country_support,25
Where would I order a virtual card?,getting_virtual_card,41
Do i have to top-up with my credit card before I can transfer?,topping_up_by_card,62
I thought transfers were free of charge. I bought something abroad and got charged a ridiculous fee. How do I get this problem fixed.,transfer_fee_charged,64
"This is not right, I was told I could take out cash at the ATM for free?",cash_withdrawal_charge,20
Is there a money transfer fee?,transfer_fee_charged,64
What are the top-up fees for my card?,top_up_by_card_charge,57
The refund I asked for isn't showing up,Refund_not_showing_up,0
I have a payment that is still pending,pending_card_payment,46
Is there anywhere I can't use my card?,card_acceptance,11
"I requested a refund from a seller a while ago, but when I check my statements it doesn't show up. Can you help me get my refund.",Refund_not_showing_up,0
Will you charge me for topping up with a European card?,top_up_by_card_charge,57
Unsure how to provide my identity.,unable_to_verify_identity,68
when will I get my refund?,Refund_not_showing_up,0
How long will it take to refund me,Refund_not_showing_up,0
How many currencies can I have?,fiat_currency_support,37
A payment shows up on the app that I never made.,card_payment_not_recognised,17
why do I have an unknown payment?,card_payment_not_recognised,17
Why am I unable verify my id?,unable_to_verify_identity,68
How do I add the card I just received to show up in the app?,card_linking,14
I would like my money back for an item I purchased,request_refund,52
I do not feel comfortable verifying my identity.,why_verify_identity,74
I am having an issue with an in country transfer I did a few days ago. It has yet to appear in my account. I have checked to be sure that all account information is correct multiple times. What is taking the transfer so long?,transfer_not_received_by_recipient,66
What kinds of cards can I use to top up?,supported_cards_and_currencies,54
How long does my top up pending last?,pending_top_up,48
How old do I need to be?,age_limit,2
I don't have my cell phone with me so I cannot access the system to complete the transaction.,lost_or_stolen_phone,43
Can I top up with cash,top_up_by_cash_or_cheque,58
There is a transfer not showing on my account.,balance_not_updated_after_bank_transfer,6
"How long does an international transfer take? I made the transfer from France 2 days ago, but it is not showing up in my bank yet.",balance_not_updated_after_bank_transfer,6
What other credit cards can I use?,supported_cards_and_currencies,54
Can my account be topped up by my friends?,topping_up_by_card,62
What do I need to do to receive my payroll in the account?,receiving_money,51
Why am I seeing a direct debit thats not mine?,direct_debit_payment_not_recognised,29
I am suppose to be getting a refund from something I purchased but it hasn't showed up in my account.,Refund_not_showing_up,0
"I want to reactivate my card, I found it after thinking it was lost.",card_linking,14
Do you have any accounts for children ?,age_limit,2
How can I get my money back for a payment i didnt make,direct_debit_payment_not_recognised,29
Can I get an auto Top-up?,automatic_top_up,5
I noticed my transfer was declined.,declined_transfer,28
I haven't received my pin,get_physical_card,39
I have tried using my card for the first time at the ATM of Notting Hill to withdrawal cash but it didn't work. Does this mean my card isn't working?,declined_cash_withdrawal,27
With one disposable card how many transactions can i do?,disposable_card_limits,30
Why was my top up cancelled?,top_up_reverted,61
What are the currency exchange fees?,exchange_charge,32
Can you tell me the limit for top ups?,top_up_limits,60
Why is there a fee on a card payment?,card_payment_fee_charged,16
wheres my money receipt,transfer_not_received_by_recipient,66
Why did the ATM cancel my transaction,declined_cash_withdrawal,27
I need to dispute a direct debit.,direct_debit_payment_not_recognised,29
"My ATM transaction shorted me on cash, and I think the exchange rate was wrong. Did I receive the correct rate?",wrong_exchange_rate_for_cash_withdrawal,76
"Hi, I'm trying to transfer money from one country to another, but it's taking a long time! All the account information is right, so why is it taking so long?",pending_transfer,49
Where can I find the verification code for the card top-up?,verify_top_up,71
How long will an urgent transfer from China take?,transfer_timing,67
I just made a transfer from a UK account. How long does that typically take to show up? I just want to make sure it worked alright.,balance_not_updated_after_bank_transfer,6
I want to have an item refunded can I do that?,request_refund,52
Are there any charges for using a bank card to top up,top_up_by_card_charge,57
Can I change my PIN in Austria?,change_pin,22
I hope you can help me. My account has been compromised from a different town that I haven't been to. Can you please place a hold on my account until I can make it to the bank?,cash_withdrawal_not_recognised,21
I could not get the ATM to work,declined_cash_withdrawal,27
What are the rules for using disposable virtual cards?,disposable_card_limits,30
Can I change my PIN at a nearby ATM when in Spain? I think someone saw my PIN and I need to change it but am on vacation.,change_pin,22
Is my card valid everywhere?,card_acceptance,11
"If my funds are running low, will the app top up automatically?",automatic_top_up,5
I mistook my pin and now I am locked. Can you unlock me?,pin_blocked,50
"When exchanging currencies, is there an extra fee?",exchange_charge,32
Where is the option to top up with a cheque?,top_up_by_cash_or_cheque,58
I have one other credit card from the US. Do you take that?,supported_cards_and_currencies,54
I just realized I made the wrong transaction yesterday. Would you please make it correct?I need it by tomorrow.,cancel_transfer,9
Why is my beneficiary not allowed?,beneficiary_not_allowed,8
Could you please explain why I received a message that my transfer is not possible? I've never had any problems making a transfer in the past.,beneficiary_not_allowed,8
What should I do if my card payment was cancelled?,reverted_card_payment?,53
How long does it take for my payment to process?,pending_card_payment,46
What steps do I have to take to change my PIN?,change_pin,22
I topped up but it isn't in my account,pending_top_up,48
What are my payment options?,supported_cards_and_currencies,54
I feel as though I have been over charged for the exchange rate on my payment on last Saturday.,card_payment_wrong_exchange_rate,18
What is the time frame for european transfers?,transfer_timing,67
"Hello, I see that I have been charged an extra $1 on my app. Could you please provide me with a reason for this charge?",extra_charge_on_statement,35
What is your age limit?,age_limit,2
"My card isn't working at all, I need assistance. It's really frustrating.",card_not_working,15
The ATM didn't give me enough money.,wrong_amount_of_cash_received,75
I need to cancel a transfer I made.,cancel_transfer,9
What do I do if someone used my card without my permission?,compromised_card,23
How can I find out about an extra fee on my statement?,extra_charge_on_statement,35
How long is the delivery time to the US?,card_delivery_estimate,13
Why did my top up get pulled back out?,top_up_reverted,61
I see cash in my app but I did not get it.,cash_withdrawal_not_recognised,21
I went tot the ATM earlier today and didn't realize this till now but I did not get all the money I requested. I believe my account was charged for 100 but I only got 80. Is there any way we can solve this problem?,wrong_amount_of_cash_received,75
How can I dispute a direct debit charge on my account?,direct_debit_payment_not_recognised,29
I sent a transfer to a friend that needs it urgently. It has already been 2 hours and still hasn't come through to her. How long does it normally take?,transfer_not_received_by_recipient,66
In my account I noticed my ATM withdrawal is still pending,pending_cash_withdrawal,47
Can I add funds directly from my Apple Watch?,apple_pay_or_google_pay,3
What is my money worth in other countries?,exchange_rate,33
I would like to get some extra cards?,getting_spare_card,40
Is there a list of where I can use my card?,card_acceptance,11
"I lost my phone, what should I do?",lost_or_stolen_phone,43
I want to deactivate my account.,terminate_account,55
Can I exchange USD for GBP in your app?,exchange_via_app,34
To receive money are there charges?,top_up_by_bank_transfer_charge,56
I want to stop my account,terminate_account,55
need to know if there is a maximum i can top up,top_up_limits,60
Why isn't my balance reflecting a transfer I did?,balance_not_updated_after_bank_transfer,6
I'm waiting for my transaction to complete.,transfer_not_received_by_recipient,66
Is there any way I can get more physical cards to use with my account?,getting_spare_card,40
In what way can I use the disposable cards?,get_disposable_virtual_card,38
Is there anyway to use a cheque to top up?,top_up_by_cash_or_cheque,58
How old do my kids need to be to open an account?,age_limit,2
The ATM keeps declining my Transaction . I tried two different ATMs already Would you please check if everything is okay with my account?,declined_cash_withdrawal,27
WHAT IS THE ATMOSPHERE OF IT,card_acceptance,11
i havent got my card,card_arrival,12
how is it possible to add another card to account,getting_spare_card,40
How do I know if i need a disposable card?,get_disposable_virtual_card,38
My cash withdrawal isnt showing on my account,pending_cash_withdrawal,47
"I just went through a old statement and noticed that a very large payment went through and i did not make it. It was from a few months ago, can I still dispute the payment?",direct_debit_payment_not_recognised,29
Why is the exchange rate for my payment incorrect?,card_payment_wrong_exchange_rate,18
I pulled cash from the ATM earlier. Why is it still pending if I already have the cash?,pending_cash_withdrawal,47
How soon will I get my card?,card_delivery_estimate,13
Can you explain why my payment is still pending?,pending_transfer,49
Why did using an ATM cause me to have an extra fee charged?,cash_withdrawal_charge,20
can i top up from a usa credit card,supported_cards_and_currencies,54
"I made a rent payment from the wrong account yesterday. It absolutely has to go through tomorrow, so can you please reroute the payment to the right account?",cancel_transfer,9
When will my refund come through,Refund_not_showing_up,0
Why was I charged an extra fee when paying with card?,card_payment_fee_charged,16
How long will it take to deliver to the US?,card_delivery_estimate,13
What do I need to do to transfer money with my credit card?,topping_up_by_card,62
Why was the exchange rate so wrong when I bought something!,card_payment_wrong_exchange_rate,18
why did i only get 20.00,wrong_amount_of_cash_received,75
I made a transaction this morning but I need to revert it now.,cancel_transfer,9
I used an ATM and wanted to know why I was charged an extra fee.,cash_withdrawal_charge,20
Do you allow currency exchanges?,fiat_currency_support,37
Delete all of my account information and my account right now.,terminate_account,55
In what places can I use my card?,card_acceptance,11
"If I lost my phone at the hotel, can I still use the app?",lost_or_stolen_phone,43
"My card will expire soon, do I need to order a new one?",card_about_to_expire,10
Do you have a problem with EUR exchanges?,fiat_currency_support,37
How do you decide what your exchange rates are?,exchange_rate,33
"On my disposable card, is there a transaction limit?",disposable_card_limits,30
"lost card found, want to put it back in app",card_linking,14
I need to make multiple disposable cards in a day.,disposable_card_limits,30
Why won't my transfer to another account work?,beneficiary_not_allowed,8
The card can be used at which ATMs?,atm_support,4
I got cash and was charged a fee that shouldn't be there!,cash_withdrawal_charge,20
I notice that I have a card payment that's been cancelled.,reverted_card_payment?,53
Is there a few for exchanging foreign currencies?,exchange_charge,32
Where do my fund come from?,verify_source_of_funds,70
I see a cash withdrawal in the app that I did not do.,cash_withdrawal_not_recognised,21
When will my transfer arrive from Europe?,transfer_timing,67
what is the cost for exchanging currencies?,exchange_charge,32
I was charged a fee for a transfer.,transfer_fee_charged,64
Why was I blocked from withdrawing from the ATM?,declined_cash_withdrawal,27
why has a cash withdrawal charged me?,cash_withdrawal_charge,20
"I got a card, how do I get it in the app?",card_linking,14
My money transaction hasn't arrived.,transfer_not_received_by_recipient,66
"I was wondering, Can I get my pay in another currency?",receiving_money,51
I already got my item but just got my money back,reverted_card_payment?,53
What is happening? I have tried to transfer money 5x already. Is the system down? This shouldnt be happening as this is a basic transfer.,failed_transfer,36
Is there a place to check for fee for payments? I feel like I'm getting charged too much at times.,card_payment_fee_charged,16
What types of foreign money can be used with this service.?,fiat_currency_support,37
Is there a fee for european bank cards?,top_up_by_card_charge,57
How do I see my updated balance after I make a cheque or cash deposit?,balance_not_updated_after_cheque_or_cash_deposit,7
Do the disposable cards have a transaction limit?,disposable_card_limits,30
I believe i was charged for making a withdrawal after i went grocery shopping. Are you guys charging for this now?,cash_withdrawal_charge,20
Will there be a fee if I receive a SEPA transfer,top_up_by_bank_transfer_charge,56
What is the most amount of disposable cards allowable?,disposable_card_limits,30
I have a payment I didnt make on my account,card_payment_not_recognised,17
I don't appreciate the extra fees being siphoned from my account. I was helping some friends move to Japan and we were buying home decorations at the local stores. The receipts differed greatly from what showed up in my bank account and my statement. When can I expect the extra fees to be back in my account?,transfer_fee_charged,64
I want to change my PIN - do I need to be in a bank?,change_pin,22
I transferred money but the recipient does not see the funds in their account?,transfer_not_received_by_recipient,66
I would like to top up my account automatically. How do I do that?,automatic_top_up,5
What do I do if I can't access my passcode?,passcode_forgotten,45
Salary in GBP has been received. Does it need to be configured into another place?,receiving_money,51
Where is my top-up generated from?,verify_source_of_funds,70
"With this app, will I be able to exchange currency?",exchange_via_app,34
Why did my top-up not go through?,top_up_reverted,61
Why is my friend not getting a transaction arrival yet?,transfer_not_received_by_recipient,66
How can my friend give me money?,receiving_money,51
What is your check-cashing policy?,top_up_by_cash_or_cheque,58
Where is my pin? I don't have it yet,get_physical_card,39
Could you tell me what your exchange rates are?,exchange_rate,33
The app won't let me transfer money to a beneficiary,beneficiary_not_allowed,8
What do I need for the identity verification?,verify_my_identity,69
It looks like the exchange rates on my card payment are wrong,card_payment_wrong_exchange_rate,18
Is it possible to give a second card from my account to my daughter?,getting_spare_card,40
My statement does not reflect that a refund has been issued,Refund_not_showing_up,0
I want to get a virtual card!,getting_virtual_card,41
"My card was declined and I did not receive money from the ATM earlier, yet it show on my account that it is pending.",pending_cash_withdrawal,47
Is there an issue with my account? I don't see a cheque deposit that I made yesterday. Please assist.,balance_not_updated_after_cheque_or_cash_deposit,7
"I did a bank transfer to top up, but the money is not available.",top_up_failed,59
"There must have been a mistake, why was I charged an extra pound?",extra_charge_on_statement,35
I'm having difficulties changing AUD for GBP. How do I do this?,exchange_via_app,34
How do I go forth with bank transfers for top up accounts?,transfer_into_account,65
Where can I use my card to pay?,card_acceptance,11
Does the package with my card have tracking?,card_arrival,12
Why is it I am charged an extra fee when I use the ATM?,cash_withdrawal_charge,20
"Hurry and refund me, I am waiting",Refund_not_showing_up,0
When are you going to activate my card?,activate_my_card,1
"My mother deposited a cheque into my account last week, why is it still not showing up?",balance_not_updated_after_cheque_or_cash_deposit,7
"lost my phone, what is account security?",lost_or_stolen_phone,43
Will I have to wait much longer for my new card to arrive?,card_arrival,12
What is the exchange looking like?,exchange_rate,33
Is it possible to get both a Visa and a Mastercard?,visa_or_mastercard,73
Can I have money in more than one currency in my account?,fiat_currency_support,37
I'm confused as to why my transfer is still listed as pending on the website.,pending_transfer,49
What is the cost for currency exchanges?,exchange_charge,32
I need to order a new card.,order_physical_card,44
Can i get money back in my home currency at ATM? As I am on holiday and bit concerned because i do not have any cash with me . Is it possible to withdraw without any additional cost.,wrong_exchange_rate_for_cash_withdrawal,76
I made a payment but the app cancelled it.,reverted_card_payment?,53
My beneficiary is unable to transact,beneficiary_not_allowed,8
What is the verification process used for?,verify_top_up,71
Where would I find top up by cash deposit?,top_up_by_cash_or_cheque,58
"I want to top up by using a credit card, which ones do you support?",supported_cards_and_currencies,54
How do I link one of your card that I already have?,card_linking,14
Is there a fee for currency exchange?,exchange_charge,32
Where am I able to get my PIN unblocked?,pin_blocked,50
is there a limit to top up,top_up_limits,60
My wallet got stolen a couple hours ago and now I've seen there already is a withdrawal. Help this is absolutely urgent I don't want to loose more money,cash_withdrawal_not_recognised,21
I want to change my account details.,edit_personal_details,31
Is there a charge for receiving money?,top_up_by_bank_transfer_charge,56
My card is about to expired what will happen?,card_about_to_expire,10
I think I am a victim of fraud. I noticed there was a charge on my account that I didn't do because I haven't touched my card today. Can you please reverse the charge and refund my money?,direct_debit_payment_not_recognised,29
I think my top up is still pending?,pending_top_up,48
Are there any places that won't take my card?,card_acceptance,11
When will the cash that I put in the ATM be cleared from pending status?,pending_cash_withdrawal,47
My phone is missing.,lost_or_stolen_phone,43
I need to know what is going on. I'm attempting to purchase a flat and need the money to pay on my initial mortgage payment. I'm only getting an error. Can you find out what's going on and help in making the transfer?,failed_transfer,36
Why is my cash still pending that I put in ATM?,pending_cash_withdrawal,47
what is the price of a transfer?,top_up_by_bank_transfer_charge,56
They used the wrong rate when I made a purchase with foreign currency.,card_payment_wrong_exchange_rate,18
Why am I being charged for transferring money?,transfer_fee_charged,64
Whats the minimum age to have an account,age_limit,2
what is the exchange rate for foreign ATMs,wrong_exchange_rate_for_cash_withdrawal,76
I'm not able to verify my identity.,unable_to_verify_identity,68
"I want to get a new card before my current one expires, how much will it cost me and how long will it take to get here.",card_about_to_expire,10
What do you do with all the identity information you're collecting from me?,why_verify_identity,74
"stolen phone, what should i do",lost_or_stolen_phone,43
What value can I get for my currency?,exchange_rate,33
I dont have a pin,get_physical_card,39
How long does it take for money to transfer? I sent some to a friend and it hasn't gone through yet.,transfer_not_received_by_recipient,66
Why was my exchange rate a different amount than usual?,card_payment_wrong_exchange_rate,18
"I have tried to submit a transfer a couple of times now, and for some reason, it continues to be unsuccessful. Do you know why this may be?",beneficiary_not_allowed,8
Rates were applied wrong while using foreign currency at an ATM.,wrong_exchange_rate_for_cash_withdrawal,76
Why did a transaction I made charge me $1?,extra_charge_on_statement,35
My card couldn't pay in a shop.,declined_card_payment,26
Why is there some cash that I did not deposit in my account?,cash_withdrawal_not_recognised,21
I'm looking to get an additional card.,getting_spare_card,40
I'm noticing a payment/purchase at a company that I don't recognise.,card_payment_not_recognised,17
when should I receive my refund,Refund_not_showing_up,0
Can I make a contactless payments?,contactless_not_working,24
Why would I need a disposable card?,get_disposable_virtual_card,38
I checked on google and the exchange rate you are using is really bad. Can you update it?,card_payment_wrong_exchange_rate,18
Why was my top-up declined?,top_up_reverted,61
Why was my transaction not approved?,failed_transfer,36
Is there a way I can check on the card on route to me?,card_arrival,12
"Looks like my card payment was made two time by mistake. I went to pay at the store earlier which rejected once, second time it worked. App is on pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",transaction_charged_twice,63
I transferred some money but it is not here yet,transfer_not_received_by_recipient,66
When will my account receive the money?,transfer_timing,67
What is this strange payment in my account?,card_payment_not_recognised,17
What should I do if I see an unauthorized withdrawal on my statement?,cash_withdrawal_not_recognised,21
"I cannot seem to buy something online with my card? the payment comes back, what's going on?",reverted_card_payment?,53
I should not have been charged a fee for cash withdrawal.,cash_withdrawal_charge,20
Why am I seeing a fee for transferring money?,transfer_fee_charged,64
How can I get my money that I didn't get from the ATM?,wrong_amount_of_cash_received,75
Can I auto-top up? How do I do it?,automatic_top_up,5
virtual card won't work for me,virtual_card_not_working,72
What is the return policy?,request_refund,52
"I want to block my card or deactivate it or something, it's been stolen and I don't want it misused. I want this handled right away.",lost_or_stolen_card,42
"My new card isn't in my app, how do I get it in there?",card_linking,14
"Card payment is still pending, why is that the case?",pending_card_payment,46
Is there a limit to auto top?,automatic_top_up,5
"I live in America, but I would like a card.",country_support,25
Why were there additional charges when I transferred funds?,transfer_fee_charged,64
Can you explain your exchange rates basis?,exchange_rate,33
Why does top-up require verification?,verify_top_up,71
Can I get a new pin number at any ATM using my card?,change_pin,22
Why does my statement show various transaction times?,transaction_charged_twice,63
